Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank
Skill Employment and Entrepreneurship Department- Externally Aided Project||Assam Skill University Project- ADB Funded Tenders,GS02d,2024_SEEDE_37520_1,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,BoQ,06-Jun-2024 11:00 AM,21-Jun-2024 03:00 PM,06-Jun-2024 11:00 AM,21-Jun-2024 02:00 PM,NA ,NA ,14-Jun-2024 11:00 AM,21-Jun-2024 02:00 PM,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,Mission Director,3rd Floor DECT Office Complex Rehabari Guwahati 781008,Equipment for road construction technology lab,Package GS02d-Equipment for road construction technology lab,Please refer Tender documents. ,NA ,,Laboratory and scientific equipment,NA ,Tender,60.0,42.0,"ITI Guwahati, Birubari",781016.0,NA ,NA ,NA ,"3rd Floor, DECT Office Complex, Rehabari, 781008",No ,No,12-Aug-2024,"INR 3,217,990",42.0,Paran Gogoi,16-Aug-2024 02:55 PM,Contract.pdf (1392.00 KB),1.0,233395.0,AIMIL LTD,INR,"3,217,990",18-Jun-2024 07:24 PM,Rejected-Technical,Non responsive,18-Jul-2024 06:06 PM,Finance,Bid opened,21-Jun-2024 03:08 PM,,BOQ Comparative Chart,Registrar,Internal,,"39,96,891.03",L2
,,,,,,,,,,,,,,,,.pdf,Signed and filled form of quotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Jun-2024 03:10 PM,Accepted-AOC,Technically responsive L1 Bidder,16-Aug-2024 02:55 PM,,,,,,,,,"40,73,383.60",L3
,,,,,,,,,,,,,,,,.pdf,Signed and filled supplied delivery schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Jun-2024 01:33 PM,Rejected-Technical,Non responsive,18-Jul-2024 06:06 PM,,,,,,,,,"32,17,990.00",L1
,,,,,,,,,,,,,,,,.pdf,Technical documents and others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Jun-2024 04:34 PM,Rejected-Technical,Non responsive,18-Jul-2024 06:06 PM,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Jun-2024 01:54 PM,Rejected-Technical,Non responsive,18-Jul-2024 06:06 PM,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Jun-2024 12:50 PM,Rejected-Technical,Non responsive,18-Jul-2024 06:06 PM,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Jun-2024 10:05 AM,Rejected-Finance,L3,18-Jul-2024 06:14 PM,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-Jun-2024 06:24 PM,Rejected-Technical,Non responsive,18-Jul-2024 06:06 PM,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Jun-2024 11:51 AM,Rejected-Technical,Non responsive,18-Jul-2024 06:06 PM,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Jun-2024 12:24 PM,Rejected-Finance,L2,18-Jul-2024 06:14 PM,,,,,,,,,,
